Sentence,Aspect
The hotel itself is small and older but the staff makes up for it.,BUILDING
Heart of HollywoodO,OTHER
"It is in a great location for the Hollywood area, it is right next to a subway stop, but to get around in Los Angeles you will need a car.",LOCATION
The room was comfortable with a great view of Los Angeles.,ROOMS
We were placed next to the service elevator and the walls were on the thin side.,ROOMS
"So, be sure to tell them in advance if noise bothers you.",ROOMS
The bed was comfortable.,ROOMS
The food was expensive in the hotel.,FOOD
"Though, there are a significant number of places to eat within walking distance.",LOCATION
The lobby is somewhat chic and the neighborhood is a very typical Hollywood neighbor hood.,BUILDING
It is safe to walk except take care at night.I would recommend the hotel for first time visitors.,OTHER
Good location shame,LOCATION
Hollywood is such a dump The hotel is fine and is a short walk to the Hollywood Highland or the Hollywood Bowl.,OTHER
The lobby is very small and looks newly refitted.,BUILDING
The rooms are clean and modern we were on the top floor in a room overlooking the pool so we had a good view of the hills and had no noise problems.,CLEANLINESS
The resturant serves a good buffet breakfast for around $12 which is well worth it.,FOOD
There is a Subway Starbucks store over the road which is very handy.,LOCATION
Just Fantastic I stayed there for 3 nights on my,OTHER
Easter holidays and all I can say is that the place was great.,OTHER
The room was small but not tiny.,ROOMS
The bed was very comfortable and everything was kept really clean.,ROOMS
The bathroom was small but perfect with a powerful shower.,ROOMS
All the tiles had been changed recently and the walls painted (it still smelt of paint).,BUILDING
My room was number 9 and was really quiet.,ROOMS
"Breakfast was very good, you could choose between coffee or tea, orange juice or cereal, fried egg, grilled bacon and baked beens, two boiled eggs or ham and tomato, and also they gave you toast with butter, jam and marmalade.",FOOD
"The staff was kind and helpful, always smily.",SERVICE
"The location was just perfect, very close to Victoria Station in a very nice and quiet neighbourhood.",LOCATION
"Bus n24 stops opposite the hotel and goes to Westminster, the Parliament, Trafalgar Square, Leicester Square, Tottenham Court (British Museum), Camden Town........Absolutely convenient.",LOCATION
There were underground stations five minutes away (Victoria and Pimlico) but the bus was better and not so crowded.,LOCATION
There were also plenty of restaurants and pubs nearby.,LOCATION
I can recommend a Turkish restaurant in Wilton Road called Mezze (but book in advance if you want to have dinner there as it's quite busy).,NOTRELATED
There was a Sainsbury's supermarket close to the hotel and also a Tesco.I will definitely stay there again!!!!,OTHER
What?!,OTHER
Just Ok,OTHER
My husband and I stayed here for a quick weekend trip and besides the location were not all that impressed.,OTHER
The cava at reception is a nice touch though we had to ask for a glass (?),CHECKIN
We were in Gravina II which I think might be a newer section on the 5th floor.,BUILDING
"Because we were traveling with a small child we needed to use the elevator which barely held myself and a child, but you still had to go up stairs to get to the elevator to Gravina II.",BUILDING
"THE MOVING FURNITURE SOUND UNCOVERED, it is the ceiling mounted radio speaker!!",OTHER
For some reason the radio can be controlled on the headboard of the bed and the speaker is mounted in the ceiling.,OTHER
"Cool I guess, but the problem is even on volume as low as it will go it comes on supper supper loud with this Errerrrt sound, and you quickly turn it back off.",OTHER
Once we did it we started noticing others doing the same thing which does sound like furniture moving.,OTHER
The room initially looked good until closer inspection showed molding coming unglued and loose caulking in the shower.,ROOMS
Not that big of a deal but maybe spend the $$ fixing these instead of a celing mounted radio that is useless!,ROOMS
We were lucky enough not to get the two twin beds pushed together although this was the hardest bed I have slept on.,ROOMS
(another place that $$ could have gone)The breakfast is crap I tell you!,FOOD
and was more worth the 10Euros with the discount on the first day.,VALUE
Take a left when you exit the hotel and there is a wonderful bakery down the next street open early for freash breakfast.,NOTRELATED
WAYYY better than my runny eggs and 4EUro Coke at the hotel.,NOTRELATED
On the other hand the staff was very friendly and honest.,SERVICE
"Im not saying this isnt a good hotel for the price and location, but I would look around before I would stay here again.",OTHER
Great Location and really clean,CLEANLINESS
Myslef and 10 friends stayed here for 5 nights over the first weekend in December.,NOTRELATED
The Courtyard is very clean and is in a great location only 10 mins from Macys/Newbury Street.,CLEANLINESS
I would definitely stay there again.,OTHER
"However, just a couple of small things - one of our triple rooms was really small, only fit as a double and there was no mirror in the bedroom at all, just the bathroom mirror so it was a bit of hassle when 3 women were getting ready to go out.",ROOMS
"So if you are checking in and they allocate room 1238, make sure you have your own mirror.",ROOMS
"Overall a great stay and the shopping was brill, much better than NY.",NOTRELATED
Stay elsewhere if at all possible.,OTHER
"Situated in a section of Madrid east of the Retiro park, you could be anywhere where high rise buildings predominate.",LOCATION
No atmosphere.,BUILDING
Inconvenient to everything.,OTHER
Everything in hotel done on the cheap.,BUILDING
Clean.,CLEANLINESS
Staff disorganized and surly.,SERVICE
Even refused to call for taxis.,SERVICE
Breakfast lackluster.,FOOD
Well placed hotel,LOCATION
"It is very well placed for central Paris - 10 minutes walk to Eiffel Tower, Pont d'Alma.",LOCATION
Well served by buses and a metro station less than 5 minutes walk away.,LOCATION
Plenty of eating places with varied prices all around.,LOCATION
"Small supermarket and patisserie literally a minute from hotelOn a quiet, narrow street, the hotel is small but quiet.",BUILDING
We had a room with double and single bed and it was a reasonable size.,ROOMS
Shower area was small though and door didn't fit so the floor got wet!,ROOMS
I liked that wine and soft drinks were available with honesty payments and a fridge to store your own purchases but felt it was a lack that there was no coffee or tea-making facilities either in room or in area where could have lunch.,BUILDING
"It was good to have that area, but there wasn't anywhere really comfortable to sit either in eating area or your room.",BUILDING
The TV was really high up and awkward to see.,BUILDING
We were very impressed with the facilities and the people.,SERVICE
The food was plentiful and very tasty.,FOOD
The mosquitos were not a problem either.,OTHER
There is something for everyone there.,OTHER
It was wonderful.,NOTRELATED
Very fun and nice to see the countryside.,NOTRELATED
My daughter fell in love with the staff at the resort.,SERVICE
The animation (entertainment) crew were terrific.,SERVICE
We will definetely go back.,OTHER
Top Notch My wife and,OTHER
It is a wonderful hotel in a perfect location to explore Boston.,OTHER
The rooms are spacious and the bed and duvet were very comfortable.,ROOMS
The service was second to none.....if you can't be pleased here than you can't be pleased anywhere.,SERVICE
Bravo.,OTHER
"As expected Typical of this sort of hotel with rooms fitted and finished to a high standard, polite and attentive staff, good food, smart and spacious communal areas although these are beginning to look slightly dated now.",BUILDING
Location was not ideal although in any big city no location is ideal for everywhere anyway.,LOCATION
Good hotel We booked our hotel and flight to,OTHER
Barcelona over the net.,OTHER
"The flight went to Girona, so we got the bus to the station and you could see the hotel from the entrance, only 2 mins walk.",LOCATION
Check in was fine.,CHECKIN
The hotel looked very new.,BUILDING
"Our room was on the 4th floor, facing the street, we could open the window and look out.",ROOMS
"Very nice furnishings, free mini bar, the beer was awful but we enjoyed the water, juice and coke.",ROOMS
"The bathroom was very nice, the bath was really big to lie in.",ROOMS
"We walked to the Sagrada , the Ramblas and beach from the hotel and we also used the metro.",NOTRELATED
The 2 ladies on reception were very helpful and kind to us.,SERVICE
"The internet was free but I do think people should only be allowed say 30 mins and its written in a book, thats a fair way I think.",OTHER
"We tried the bakery across the road, had cold pizza and cake, very nice.",NOTRELATED
We would definetely stay at this hotel again.,OTHER
Absolutely fantastic!!,OTHER
We only booked 1 room which was fine as the beds were huge as was the room/suite.,ROOMS
Room contained a small kitchenette which was perfect for storing bottles of wine! Was enough space for 4 girls all with big cases and lots of shopping.,ROOMS
Staff are friendly and very helpful.,SERVICE
"Hotel location is excellent - walking distance from Bloomingdales, Central Park and subway stations.",LOCATION
"The only complaint is that we arrived at noon but were not able to check in until 3 - my fault though as should have checked before we came.I would certainly stay here again - it is peaceful and very clean, the prices see to have gone up by alot since we stayed though!",CLEANLINESS
Good central hotel.,OTHER
It is perhaps a bit old fashioned but very comfortable.,BUSINESS
The rooms were very well furnished but the bathroom in one of them was poor for a 4star hotel.,ROOMS
The location is superb and having a tram stop 20metres away is a real bonus.,LOCATION
Pretty Nice!,OTHER
"The room was a bit smaller than the typical hotel room, but it was clean and looked well kept.",CLEANLINESS
"The hallways smelled a little funky, but tolerable.",BUILDING
"The first floor (lobby, restaurant, shops) were all nicely decorated and clean.",BUILDING
The staff was very welcoming and helpful.,SERVICE
My view (20th floor) looked west to north and was pretty nice.,ROOMS
Location in downtown Waikiki can't be beat.,LOCATION
You're right across the street from Duke's bar and the Mai Tai bar at the Royal Hawaiian!,LOCATION
Easy walk to the beach and the aquarium (highly recommend!).,LOCATION
"The hike to the convention center is not horrible, but longer than I anticipated, especially in long pants at 2:00 in the afternoon.",LOCATION
A nice place and I would probably stay there again.,OTHER
They lost my reservation,SERVICE
I was attracted to Hotel Fita by its location and offer of free internet and long-distance telephone.,LOCATION
"When I arrived in Amsterdam, I went to the hotel and was told that they had no reservation for me, were not expecting me, and that they were full for the night.",CHECKIN
"In the end, they helped me find another room for one night nearby (at perhaps the worst hotel I've stayed at in twenty years) and then gave me a room upgrade for the remaining night.",CHECKIN
"Aside from my dealings with the owner (who was less than hospitable and crossed out my entry in their guest book), the staff were great and the hotel was clean and modern.",CLEANLINESS
"Yes, we liked it,too.",OTHER
After many years it was wonderful to come back to Boston.,OTHER
We enjoyed this hotel and it麓s location very much.,OTHER
"As lots of others have said already, all stuff is great and helpful.",OTHER
The concierge Charles went out of his way to help us with tickets.,CHECKIN
The lobby was a little small and got crowded one monrning whena larger group of people arrived.,BUILDING
Our room was spacious and the bed very comfy.,ROOMS
"There was only one problem which was a little letdown:there was a connecting door to the room next to us and at around4 o麓clock in the morning people were talking so loud, that we could not sleep any longer.",ROOMS
It happend again once more at about the same time.,ROOMS
Real bad.But other than that we liked it here.,OTHER
Great surprise...,OTHER
San Gallo was a pleasant surprise in Florence.,OTHER
"We were given room 205 with a huge balcony over the main entrance of the hotel, huge bedroom and living room for the same price we paid for a small room in Rome.",ROOMS
"This hotel was very clean, large bathroom and the closet space was great too.",CLEANLINESS
Two welcome drinks at their bar.,FOOD
"Breakfast rooms were inside or outside: cereal; scrambled eggs, bacon, cheese, ham, breads, pastries, yogurt, fruit, jams, bottled water and good coffee.",FOOD
Hotel faces Piazza della Liberta.,LOCATION
Bus #1 from the train station is most direct but #25 and #33 will get you there also.,LOCATION
This hotel is on the other side of the Piazza from the bus stop (caddy corner to the large statue at the archway of the Piazza).,LOCATION
I would stay here again.,OTHER
"There is a wine bar called Nabucca on Via XXVII April, which had a nice spread of appetizers, complimentary with drinks.",NOTRELATED
They had a great wine selection from all over Italy.,NOTRELATED
"Not a far walk to the Duomo, farther walk to Ufizzi but manageable if you like to walk.",LOCATION
"All roads lead to the Duomo, it is hard to escape its gravity.",LOCATION
Have fun and stay at the San Gallo Palace.,OTHER
Okay As others have mentioned this is clearly a motel (on the order of,OTHER
"Days inn or Super 8) and nothing more:Pros: clean, comfortable beds, off Polk with a great bagel shop and other nice shops and restaurants, easy 5 block walk to bus that takes you to Union Square in about 10 minutes, helpful hosts, priceCons: Air freshener in rooms -ewH!",CLEANLINESS
"had to bust open windows after room was cleaned, too far and ugly to walk to Chinatown or North Beach (they suggest that you walk through this filthy long tunnel to get there and if you don't its longer (and just as un-scenic), super noisy!!",LOCATION
"walls are made of paper!,",ROOMS
"stomping people above us, loud car and nightclub noise outside, etc., etc.,continental breakfast served from 7:30-9am (never saw it - we're on vacation - who's getting up and out that early on the weekend??)",FOOD
I would recommend the place to anyone on a budget as you get a clean room for the money but I don't think I'd stay here again.,CLEANLINESS
really special This was our first time staying in this hotel one word covers it all,OTHER
WOW .,OTHER
"The staff were very very helpful, the rooms were wonderful Will we return??",ROOMS
You bet we will soon as possible,OTHER
Ladder with Carpet,OTHER
"Lets get things straight, This place is great if you don鈥檛 mind some compromise.I stayed on the Top Floor (Third Floor) Room 12, which I must say had its advantage.",OTHER
.On the good side :No People traipsing past your door when you eventually get back (My Room).,ROOMS
It鈥檚 a RoomIt鈥檚 DryIt鈥檚 SecureThe people are friendly enoughIt鈥檚 CheepThe Sheets are cleanClean ToiletsOn the Bad Side :Three Single beds and a Matress in the roomIn need of decoration Beds look like they come from a prisonStairs are so steep near the top they are more like a carpeted ladder on steroids.,CLEANLINESS
You can have breakfast and Drinks if you do it yourself and buy the ingredients.,FOOD
The Shower just has a small shelf to put all your stuff on.Personally I will stay elsewhere next time I am over in the dam.,OTHER
Great location and service,LOCATION
"Overall, the room was worth the price.",VALUE
The room we had was small but had enough room for two people (assuming you aren't spending much time in the room).,ROOMS
The bathroom was sufficient and for the most part clean.,CLEANLINESS
We actually had a spectacular view of the mountains from a small window in our shower (Rm #12).,ROOMS
"The service was excellent and we found that the staff went out of their way to accomodate us (make dinner reservations, give directions, taxi pick-up's, etc.).",SERVICE
The rooftop deck has an amazing view and is great for lounging at night and for eating a quick breakfast (for cheap and easy breakfast go to La Dulce _____ panederia - walk one block towards ocean and make first left and then first right).,BUILDING
"We also had our own patio area where where we could hang wet clothes, snokel gear, etc. (seperate patio but not secluded from view of other rooms).",ROOMS
Esperanza main strip is only 5 min walk from hotel.,LOCATION
"A few minor down sides were tin roof (we had 3rd floor room and heavy rains were LOUD), roosters making noise quite often (yes, even in middle of night), and rental charges for everything (bikes, towels, chairs, etc.)",ROOMS
We rented bikes for $15/day from hotel but they were in pretty poor condition.,OTHER
We were able to bike all the way to Blue Beach but it took an hour and was difficult since bikes were stuck in low gear.,OTHER
"The small, basic rooms are made up for by the great location and roof top views.",LOCATION
The convenience store downstairs is nice to grab a snack or a 6-pack of beer.,OTHER
I'm guessing this is one of best accomadations near Esperanza for this price range.,OTHER
We loved the beaches on Vieques and the lack of crowds made it all the more wonderful.,OTHER
"Dare I say ""Perfect""?",OTHER
Content>I've been to GV on four seperate occasions.,OTHER
"Each time I vist, they increasingly treat me like a king -- meeting me at my taxi/car whereupon four or five people greet me by name, escorting me to my (always upgraded room) via private elevator.",OTHER
It's heaven.,OTHER
"And, if you are not wealthy, you should visit the cafe anyway.",OTHER
Have an expensive coffee and pastry and soak in the sublime atmosphere.,OTHER
"For all the wealth that flows here, you will NOT feel out of place or of a lesser class.",OTHER
Every guest is treated with near-honor.,SERVICE
"Sure, there are hiccups from time to time, but just speak up -- they will apologize and go beyond in making things right.",SERVICE
Among the finest hotels in Paris -- and the world.,OTHER
Lots to recommend this hotel The,OTHER
Rex has a lot of positives.,OTHER
"It is well located, near Union Square with lots of shops and restaurants nearby.",LOCATION
"The staff are friendly and the rooms, while small, are clean and well furnished.",CLEANLINESS
"There is free wireless Internet access in the rooms and another nice touch is the free glass of wine served between 5 and 6 - this ensures the guests gravitate to the lounge and creates a warm, friendly atmosphere.",BUILDING
We had breakfast in the restuarant and it was good although there are plenty of other good restaurants and diners nearby.,FOOD
The only fault we would find is in the lack of tea and coffee making facilities in the rooms.,ROOMS
"All in all, a good value mid range hotel.",VALUE
Expected better Stayed with my wife and two teenage children for four nights.,OTHER
The hotel is well located and the renovated rooms were adequate in terms of size and amenities but I would not rate them 4 star.,LOCATION
Some areas of the hotel need upgrading.,BUILDING
"We found the service variable, ranging from very helpful to down right rude and argumentative when we checked in having used a booking service instead of the hotel's direct system.",SERVICE
"We found the dining options expensive even for a chain and considering the plethora of great places to eat within walking distance, I would recommend dining out.If you can secure a special rate and spend most of your time out and about, then the location will compensate for the hotel's downsides.",VALUE
Otherwise I would look elsewhere.,OTHER
Great place and great people...,OTHER
I really liked this place and will go back.,OTHER
You can find specials and packages on their website..,VALUE
"The drinks and the view at the bar on the roof are great, but the sushi was average.",FOOD
The staff is awesome.,SERVICE
"First and formost this hotel is a nice property, how ever the rooms are not at all as they tell on the website.",BUILDING
I booked a one bedroom (bedroom) being a key word there) Suite....It was not a suite by any defiinition.,ROOMS
It was a normal sized regular room with a pull down bed with a small divider in the middle of the beds.,ROOMS
THATS NOT A SUITE....THATS A LOAD OF CRAP.,ROOMS
I reserved a top floor suite with ocean veiw.....they put me on the first floor over looking a ton of screaming kids.,ROOMS
The room was supposed to have two TV's.,ROOMS
It had one.,ROOMS
"When I called to ask about it, I was told that the was not the case and that the internet website does not have a second tv listed for the one bedroom suite....and low and behold...it does.",ROOMS
"As I was on my first floor balcony smoking a ciggarette to calm my nerves from dealing with this, somone from a top floor decided to spit and hit me in the back on my head and my hand.",NOTRELATED
Imagine the anger.,NOTRELATED
"You book a top floor, you get first floor, you booked a suite, and got a room...you go out to your balcony to relax...and someone from a top floor....(which you reserved) has just spit on the back of your head.",NOTRELATED
The hotels idea of compensasion was breakfast for two.,OTHER
"NOT A NEW ROOM, NOT A SUITE, NOT A TOP FLOOR...but breakfast.",OTHER
Yay!,OTHER
"After 2 hours of dealing with the floor manager (Matthew Sims) ..(If you ever have to deal with this man, go above him.",SERVICE
He will do nothing but smile in your face and tell you have a nice day after he has ruined it.),SERVICE
"I decdied to find another hotel, at a higher rate, and after driving 4 hours on no sleep after working a 12 hour shift.",OTHER
Seems like this would be the end of the nightmare right?,OTHER
WRONG!!!,OTHER
"Two days after the ordeal with the Newport Beachside Resort I was on my way home, and decided to pull money out of my account for the turnpike home.",NOTRELATED
The NewPort Beachside Resort had put a charge hold on my debit card.,OTHER
I had no money to get home!!!!!!!!!!!,NOTRELATED
"I called, and spoke with Matthew Sims once again just to be laughed at and told to have a nice day.",OTHER
"I decided that Mr. Sims would change his tune when he was confronted with this issue in person, and in front of other guests....I was wrong.",OTHER
I watched Mr Sims.,OTHER
(Newport Beachside Resort Manager) give a coupe the same line of crap that he gave to my girlfriend and I.,OTHER
I was disgusted and appauled by his actions.,OTHER
"I was told by Mr. Sims that I should mind my own business to keep things civil I was told that Security would be called, and threatened with police.",OTHER
"The Police were called to the resort, and just so happens the Manager above Mr. Matthew Sims was standing at the front desk.",OTHER
The other manager (Mr. Valdez) was very helpfull and helped me on my way.,OTHER
However.....he charged my debit card a total of $484.,OTHER
00 instead of giving me $140.,OTHER
00 from the $343.,OTHER
00 that they had already held from my bank account.,OTHER
So on the way home I was once more reminded of my vacation stay at the Newport Beachside Resort when I had to be embarassed and use my high intrest credit card to pay for dinner.,NOTRELATED
"This hotel ruined not only my weekend, but my vacation and the relaxation I hoped to get.",OTHER
"Imagine working a high stress, high liability job....only to go on vacation and deal with same type of people.I DO NOT RECOMEND ANYONE TO STAY AT THIS HOTEL!!!!!!!!",OTHER
Feel free to contact me via E-mailZacharias J ReisPba_fla@yahoo.,NOTRELATED
com,NOTRELATED
Get it booked!,OTHER
Have just returned from a weekend in Barcelona with 12 girlfriends who all had a fantastic time at the H10 Marina.,OTHER
We found the staff (especially the reception and bar staff) extremely friendly.,CHECKIN
Our weekend got off to a bad start when one girl had her purse pinched on the metro (be very careful) but the reception staff were very helpful and told us exactly what we needed to do and where the police station was.,CHECKIN
They also gave her some vouchers for a couple of free drinks!,SERVICE
"I read some negative reviews on here before our visit regarding the rooms - all our rooms were clean, spacious (they accommodated an extra bed in double rooms to make things cheaper), the air conditioning worked and the windows opened.",CLEANLINESS
"The roof top pool, ok is on the small side but the beach is only 5 minutes walk away if you need more water!",BUILDING
I really could not fault this hotel - the lobby and bar area is spacious and the breakfast had a wide range to suit all tastes.,BUILDING
I would have no hesitation in returning to this hotel.,OTHER
Our minibus which the hotel booked for us returning to the airport only cost 55 euro's between 6 of us.,VALUE
Great place to stay,OTHER
We have now stayed at the Nob Hill Motor Inn three times and have been there several nights each time we were in San Franscisco.,OTHER
We have never been disappointed.,OTHER
"The people who run this inn are very helpful, friendly, and resourceful.",SERVICE
"Our room has always been very clean, quiet, and comfortable.",CLEANLINESS
It is located conveniently close to public transportation and we have always been given good directions at the front desk.,LOCATION
We definitely will go back the next time we visit the area.,OTHER
unbeatable Location I had booked 3 rooms via,LOCATION
"Priceline, and had then contacted the hotel directly asking if I could have the rooms close together.",OTHER
"Rene Wildeman replied immediately and the reservations department got back to me letting me know they would try to put us together, and then offered us an upgrade for $31 per night per room.",ROOMS
"We accepted it, and was glad we did since I saw a regular room later on and it was tiny.",ROOMS
I am pretty sure our luggage would not fit in there.,ROOMS
We took the train from Schipol to Central Station and then walked the straight road to the hotel.,LOCATION
It was about 7 mins away.,LOCATION
"Check in was prompt, the desk people were very friendly and the rooms were ok.",CHECKIN
They were dark since they were in the back with no view at all but the size of the rooms were amazing.,ROOMS
I did not like the toiletries that came with the hotel however.,CLEANLINESS
The shampoo felt like watered down laundry detergent.,CLEANLINESS
I would recommend taking your own supply.,CLEANLINESS
"Also, a warning, be careful of what you sign up for as wireless internet.",NOTRELATED
We were told to open the internet page and follow instructions to sign up for internet.,NOTRELATED
"Well, we turned on my laptop and Tmobile came up.",NOTRELATED
"So we signed up for it, and lost signal right after that.",NOTRELATED
Turns out that was not what the hotel offered.,NOTRELATED
"So, I will now have to dispute those charges since the connection was bad and I did not get access at all except for the first few mins it needed the credit card number.",NOTRELATED
"The beds were very comfortable, the toilet paper felt like sandpaper :)The location was unbeatable.",LOCATION
It was in the middle of the tourist section.,LOCATION
"After I saw where the Crowne Plaza and Marriott was located, I was glad I won the Red Leeow bid, since we like being in the center of touristy things and this was it.",LOCATION
"The RDL was literally a block away, we could be there in about 5 mins.",LOCATION
"Loved Extase coffee shop, people in Amsterdam were so so friendly I cant begin to say enough!",NOTRELATED
"Remember to buy water from the supermarket near Madame Tussauds, much cheaper than anywhere else.",NOTRELATED
We were charged city taxes of 5.66 euros per night per room.,VALUE
Room service was quick and efficient.,SERVICE
"Only once did we come back and see that housekeeping had kept a bag of trash on the bathroom sink and had forgotten to remove it, however someone came up in seconds after I called the front desk and had it cleared and kept on aplogizing.",SERVICE
"There was an electric kettle in the rooms with cups, coffees, teas, sugar and creamer.",FOOD
The only thing I did not like was the absence of an iron in the room.,ROOMS
I was told we would need to go to the ironing room on the third floor to iron...which felt wierd.,ROOMS
We also asked if we could keep one room till about 1pm and check out from the other two rooms since our flight was at 5pm and we were planning to leave the hotel around 2pm.,CHECKIN
"The desk agent was very quick to say no and it was abrupt, if the other agents had not been nice I would have had a problem with it.Anyway, it was a good hotel, not to be compared to a 4 star in the US but good...I would recommend the hotel but remember it might be a good idea to take the upgrade if offered and it is reasonable.",OTHER
great experience except... ...for the concierge problem.,OTHER
When we got to the bottom of the staircase leading to check-in the bellman could not have been nicer.,CHECKIN
He got an extra guy to help with all of our gear.,CHECKIN
"Both check ins were smooth, staff lovely, room was great.",CHECKIN
"The second check-in was particularly nice, as one of the young ladies behind the desk made a special point to welcome my son back to the hotel with a high five and It's great to see you again.",CHECKIN
Room service during both stays was excellent.,SERVICE
"The lobby was lovely to hang out in, the restaurant was very, very good.",BUILDING
To the concierge problem...we dealt with three concierges during our stays.,SERVICE
"Two of which were fine, one simply didn't do his job or meet our requests.",SERVICE
"First, he was on his cell phone at the concierge desk and seemed annoyed that we interrupted him.",SERVICE
"and we were on our way.Later that evening, we arrived at the 'no reservation' restaurant to discover a two hour wait for a table of three and Oh no, we ALWAYS recommend reservations.",SERVICE
"Hmmm, basic info a concierge should know.",SERVICE
He was very apologetic and expressed that this had been a problem for a number of guests that day.,SERVICE
He took care of the reservations and found us another place to eat that evening.,SERVICE
"Despite the intitial problem, it was dealt with in a more than satisfactory way and we would absolutely stay there again.",SERVICE
A great value in a prime location,LOCATION
"According to the Pan Pacific's rates, the cheapest room in the place is $340 per night, but we found a great all-inclusive deal that averaged out to about $100 per night.",VALUE
"The service was above average, but not as excellent as all of the reviews that I had read.",SERVICE
"The staff was friendly and helpful, especially at the concierge desk.",CHECKIN
"After a long travel day, our room wasn't ready when we arrived, and it took a little prompting on my part to speed up the process - which I shouldn't have to do.",SERVICE
"Everything else was extremely positive after that, though.",OTHER
The concierge was very helpful in booking us a rental car.,CHECKIN
The room was very clean and nicely decorated.,CLEANLINESS
"It's not a huge room, but we weren't in our room very often anyways.",ROOMS
Another note about the room - the street noise is pretty loud at times; I woke to the sounds of bottles being dumped into a bin from the lounge across the street and the ambulance/police sirens a few times as the windows are single-paned and don't keep out sound very well.,ROOMS
"The workout room on the 5th floor was nice, and it seemed to be getting regular use from the hotel guests.",BUILDING
It was maintained very well.,BUILDING
"The menu looked great, but was pricey.",FOOD
Housecleaning was fantastic!,CLEANLINESS
They really did a nice job each day on our room.,CLEANLINESS
The Pan Pacific is convenient for getting on the bus line and trolley lines.,LOCATION
Most lines were 1-3 blocks away.,LOCATION
"Finally, I liked the 3rd floor lobby.",BUILDING
By the way - the glass elevators are a nice touch!,BUILDING
Never Again!,OTHER
"Elpalacio for my vacation as a getaway, big mistake.",OTHER
"Problem #1, the remote control for the television did not work.",ROOMS
"They finally responded to the problem 3 hours later and offered to switch my room, which was not an opinion because I had already unpacked.",SERVICE
Problem #2 when I went to turn on the AC I noticed that there where ants crawling on top of the unit.,CLEANLINESS
Problem #3 At about 9:45am housekeeper enter my room while I was in bed.,SERVICE
"When I exited the room, she appeared to be entering the room to clean, but when I returned at 2:30pm the room was still in the same condition which made me angry because I had returned to the room to rest.",SERVICE
"I waited for another 45 minutes, still no one.",SERVICE
"I then went to the front desk where a gentleman gave me, the guest, directions to housekeeping so that I could inquire on my behalf because he was too busy on the phone.",CHECKIN
"Finally the housekeeper returned to the room to give fresh towels and empty the garbage pails, were left empy.",SERVICE
"She left a roll of gabage bags on the bathroom sink, I guess that was for me to do.Overall, I did not care for the service that I recieved.",SERVICE
"The room had an odor ( it's a good thing I brought the febreeze), and next time I think I'll spend the extra money and get something decent because this hotel was far from it.",CLEANLINESS
Great hotel Hotel was conveniently located steps from a subway station and key bus routes.,OTHER
Desk staff was friendly and very helpful at booking tours and providing directions.,SERVICE
"Only downside was lack of air conditioning in rooms, but in May, it was fine and could open windows to let cool air in when it got warm.",ROOMS
Breakfast had a lot of variety and was very good! Would definitely stay there again!,FOOD
"Great Place We stayed here for 4 nights, and the experience was excellent.",OTHER
For euro hotels the room was spacious and kept to a high standard.,ROOMS
Only minor point was that they are strict about no ironing in the room and no in room tea/coffee in normal double rooms.,ROOMS
However if you are travelling with a laptop they provide free internet in the rooms (decent speed ~2mbps) ask at reception for pass code.,OTHER
"Its less than a 5min walk from the station, so is a perfect base for visiting florence and surrounding towns/cities.",LOCATION
The italian train system is cheap and v.reliable.,NOTRELATED
Also the staff are very friendly and it is based near a variety of restaurants/bars and clubs.,SERVICE
"Great location, rooms questionable",LOCATION
My husband and I stayed here during a conference last week and it was alright.,OTHER
The concierge was very informative and the front staff very polite.,SERVICE
The room cleaning was questionable though as they did not remove empty water bottles the whole time we stayed.,CLEANLINESS
"They also only dumped the garbage, they did not replace the lining.",CLEANLINESS
I think that towels were just refolded and replaced instead of giving new towels.,CLEANLINESS
The showers were actually very small although there was excellent pressure from the showerhead.,ROOMS
"We didn't dine at the hotel, although we heard firsthand that there was one restaurant that was very slow in service (main course took 2 hours).",SERVICE
"The location of this hotel was good, the subway station was not too far away.",LOCATION
"If I had to go to Boston again, I may look elsewhere to stay.",OTHER
Good hotel Me and three other people stayed at this hotel in early,OTHER
"After we arrived, the bell men took our luggage into the hotel, and our car was parked for us.",CHECKIN
We had requested connecting rooms when we booked and there were no problems at all with this.,CHECKIN
We have stayed in numerous hotels before and more than half did not give us connecting rooms.,NOTRELATED
"The rooms were slightly outdated, with stripy coloured wall-paper, and country style curtains.",ROOMS
"Yet, the rooms had a balcony, plus the bed was a tempur one.",ROOMS
"The menu was pretty good with a choice of steaks, pizzas, pastas and salads.",FOOD
The meal arrived in about 35 minutes and was v.good.,FOOD
"The hotel is located about 15-20 minutes from central Hollywood, and is right in the center of Beverly Hills, on Beverwil Drive.",LOCATION
"Staff were friendly, and service was excellent.",SERVICE
"Breakfast wasn't to good, and the rooms could do with some updating.",FOOD
"Overall, it was a really good hotel.",OTHER
Great place to stay!,OTHER
"Even with the weak dollar, I thought it was a great value.",VALUE
Brilliant Berlin base,OTHER
"We had a family suite for 3 adults - it was huge, comfortable and clean.",CLEANLINESS
It's in a good position to see the sites of old East Berlin and close to public transport to go further afield.,LOCATION
The only meal is breakfast and we tended to go out for that - cheaper!,FOOD
There are good coffee bars and restaurants nearby.,LOCATION
There is a small bar and the staff are very friendly and helpful.,SERVICE
Nice upper end place,OTHER
"Very nice hotel, but rooms are small and area is newer live/work type.",BUILDING
"Nice food due to the French Chef on staff, but pricey.",FOOD
