text,pred_category,true_label
Concierge was never available during the evening and the front desk was too overwhelmed with guests unable to help us at any time.,"('SERVICE',)","('CHECKIN',)"
There is no free shuttle bus to Luquillo Beach which is about 10 minutes from the resort and simply mediocre nightlife inside the resort and not much too do in the municipality or province of Rio Grande where the resort is located (you have no choice but to pay a taxi $140 to enjoy San Juan's exciting nightlife ).,"('OTHER',)","('NOTRELATED', 'SERVICE')"
don't waste your money!!!,"('NOTRELATED',)","('OTHER',)"
"Service was terrible, staff were grumpy and very unpolite. the room was so small that we hardly managed to move around.","('SERVICE',)","('ROOMS', 'SERVICE')"
they put us in a room for 2 and got two other beds from some other room.,"('ROOMS',)","('ROOMS', 'SERVICE')"
no room service and prices for drinks were doubled in price.,"('SERVICE',)","('SERVICE', 'VALUE')"
a soft drink was priced at 3Euro.,"('OTHER',)","('VALUE',)"
you can buy drinks from outside the hotel for l.60 euro. bed sheets were never changed during that week and room was never cleaned.,"('ROOMS',)","('CLEANLINESS', 'SERVICE')"
"Great place, lovable staff","('SERVICE',)","('OTHER', 'SERVICE')"
"The hotel is extra clean, and they do everything to make your stay pleasent.","('OTHER',)","('CLEANLINESS', 'SERVICE')"
Our rate included breakfast (2 people).,"('FOOD',)","('VALUE',)"
"It is a small hotel, so it felt cozy and not as impersonal as a larger chain-type hotel.","('OTHER',)","('SERVICE',)"
Our room was very clean.,"('CLEANLINESS', 'ROOMS')","('CLEANLINESS',)"
"Some other rooms appeared a bit better in terms of size and view, but overall we were very happy with the Laovisier and would stay there again.","('OTHER',)","('OTHER', 'ROOMS')"
Had to get a room for a wedding in Hollywood and this property was available in what I knew was a relatively safe location and was at a reasonable price (direct from HI website).,"('LOCATION',)","('LOCATION', 'VALUE')"
"Location: First off, Hollywood itself isn't a real nice place to stay - it's sketchy in several areas and not necessarily what many out-of-towners might picture.","('OTHER',)","('LOCATION',)"
"Room: Very clean, still had a 'newly built' smell and feel to it, which was nice.","('CLEANLINESS', 'ROOMS')","('ROOMS',)"
"Breakfast: Nice, sunny room with plenty of well-stocked items.","('ROOMS',)","('FOOD',)"
The service lady who managed the area did a great job of keeping it clean and prepped.,"('SERVICE',)","('CLEANLINESS', 'SERVICE')"
"Staff: Yeah, the check-in person was aloof (a young guy, obviously not viewing this as a big career break or anything), but every single other person we encountered was polite, helpful and smiling.","('SERVICE',)","('CHECKIN', 'SERVICE')"
")Parking: $20 for in-out space, with $2 city tax = $22.","('VALUE',)","('OTHER',)"
Very convenient.,"('SERVICE',)","('OTHER',)"
"Walkable to Hollywood Blvd, if that's important to you.Minuses: Parking fee.","('OTHER',)","('LOCATION', 'OTHER')"
We couldn't hear the traffic.,"('OTHER',)","('ROOMS',)"
"But the street the hotel is on is a *main* street, constantly busy - so consider this when checking in.All in all, I'd stay here again easily and can recommend it to families with kids, tourists of any age or anyone looking for a place to stay when coming up for an event at the Bowl (which is literally walking distance from the hotel).","('OTHER',)","('LOCATION', 'OTHER')"
"After reading ALL of the horrible online reviews of St Vincents Guest House AND hearing a first hand account from a friend who encountered condoms in the hall/stairs, bugs in their bed, urine and other questionable fluids on the walls, we CANCELLED our reservation with several weeks notice.","('ROOMS',)","('CLEANLINESS', 'ROOMS')"
"NOW, today I received my credit card bill and found that this place falsely charged my credit card for a stay!","('OTHER',)","('VALUE',)"
"Nice clean hotel, location not great though","('LOCATION',)","('CLEANLINESS', 'LOCATION', 'OTHER')"
"I stayed in this Novotel because 1- it is relatively cheap, 2 - of the brand Novotel.","('OTHER',)","('VALUE',)"
"Apart from that, it is not too far from the city centre and the neighbourhood of the hotel is quite pleasant too.I've got the harbou view room which was nice, even though the view wasn't as spectecular as that in the city centre.","('LOCATION',)","('LOCATION', 'ROOMS')"
Next time when I am in HK I will probably stay in somewhere more central.,"('OTHER',)","('LOCATION',)"
Calm in the eye of the storm,"('ROOMS',)","('OTHER',)"
"Check in was a breeze however, I was initially given a smelly, smoked -in room facing the river.","('ROOMS',)","('CHECKIN',)"
( even though I was told I was being upgraded)I must say though their response was quick and I was switched to a beautiful room on the 40 th floor facing all the action.,"('ROOMS',)","('CHECKIN', 'ROOMS')"
"The room was clean, laundry request was excellent but expensive.","('CLEANLINESS', 'ROOMS')","('CLEANLINESS', 'SERVICE', 'VALUE')"
I came in around 5 p.m. on Friday night and checked in without any problems.,"('ROOMS',)","('CHECKIN',)"
It really was gorgeous!!,"('FOOD',)","('ROOMS',)"
"After I checked in, I went down to the fitness room for a quick workout and found it to be really nicely equipped.","('BUILDING', 'OTHER')","('OTHER',)"
"There are a bunch of treadmills, a couple of cross trainers and a few bikes (all with individual tv screens attached) and a whole separate area with weight machines.","('ROOMS',)","('OTHER',)"
I fell asleep fast and woke up feeling really well rested!,"('OTHER',)","('ROOMS',)"
"Saturday morning I got up, worked out, and went looking for breakfast.","('FOOD',)","('NOTRELATED',)"
"Although there are a lot of coffee shops nearby, I decided to head to Pike Place Market and see what I could find there.","('LOCATION',)","('NOTRELATED',)"
Pike Place is less than a 10 minute walk from the Westin and is definitely a must see.,"('LOCATION',)","('NOTRELATED',)"
"I got there a little too early, as people were still setting up their stalls, but I have never seen such beautiful looking produce and flowers!","('BUILDING',)","('NOTRELATED',)"
And the seafood!!!,"('FOOD',)","('NOTRELATED',)"
It looked so fresh and delicious!,"('FOOD',)","('NOTRELATED',)"
I went back to the Westin to pack up and check out.,"('OTHER',)","('NOTRELATED',)"
"When I was ready to leave for the airport, I just went to the front and the Downtown Airporter bus pulled right up and took me to the airport for just $10.25 ($17 roundtrip)!","('LOCATION',)","('OTHER',)"
"We stayed at Squaw Peak June 04 -06, 2004 and had a great time! We even got a early check-in at noon on arrival day, and the front desk clerk was very kind.","('OTHER',)","('CHECKIN',)"
"We had a 2-room suite in the south point, very close to their awesome water park River Ranch.","('ROOMS',)","('LOCATION',)"
"On Sat. nights during the summer, they show Dive-in movies at 7:30 p.m - you can watch the movie while in the pool or sit on the deck chairs, complete with popcorn.","('OTHER',)","('BUILDING',)"
It is not that overpriced compared to any full-service hotel.,"('SERVICE',)","('VALUE',)"
"""Far cry"" from business type hotels","('BUSINESS',)","('OTHER',)"
"Everything about the place is warm, no regular upstarts telling you to get in line.","('OTHER',)","('SERVICE',)"
"Whenever we approached the front desk,their offer of assistance always preceded our requests.","('SERVICE',)","('CHECKIN',)"
You get it in the Library though!,"('CHECKIN',)","('SERVICE',)"
The rooftop bar (small) but nice outlet after a long day.,"('OTHER',)","('FOOD',)"
"Bigger rooms , bar at ground floor, bigger reception, but then it wouldn't be the hotel that it is .","('ROOMS',)","('BUILDING', 'ROOMS')"
"The place was fantastic in every way.Just the right mix between quality service and facilities and not being too over the top.Rooms were large, very modern and had all the latest gadgets installed - 2 Lcd tv's, multi headed shower system, usual Japanese high tech toilets, powerful air-con system, comfortable beds.I have nothing to fault this hotel on.The location was excellent for getting around, the French Kitchen on the 2nd floor did a great competitive breakfast, service was spot on, and the gym and pool facilities on the 5th floor were very well ordered and surprisingly little used on the occasions I visited them.I would definately stay here again.","('ROOMS',)","('BUILDING', 'FOOD', 'LOCATION', 'ROOMS', 'SERVICE')"
"The lobby, the welcome cocktail, the rooms, the dining rooms; everything REALLY above average.","('ROOMS',)","('BUILDING', 'ROOMS')"
"Good sized room, good location","('ROOMS',)","('LOCATION', 'ROOMS')"
"Staff was helpful and nice, breakfast was adequate, free internet access was a nice treat.","('SERVICE',)","('FOOD', 'SERVICE', 'VALUE')"
"Definately would recommend, especially for the price.","('OTHER',)","('OTHER', 'VALUE')"
"However, for the prices that this establishment charges, there are far better values like the Argonaut or right across the street, the Holiday Inn Express.","('OTHER',)","('VALUE',)"
"One other thing, I took my family to the eating establishment connected to this hotel and the service there was TERRIBLE!","('SERVICE',)","('NOTRELATED',)"
BIg stain on room rug.,"('ROOMS',)","('CLEANLINESS',)"
I was charged for 3 nights rather than just 2.,"('OTHER',)","('SERVICE',)"
Reversed charge without a problem.,"('OTHER',)","('SERVICE',)"
"The hotel was very modern, clean and ther staff were all very helpful and spoke good English.","('SERVICE',)","('BUILDING', 'CLEANLINESS', 'SERVICE')"
"On arrival we were given a map and directions to les rambles, the receptionist also told us which streets close to the hotel to avoid.","('LOCATION',)","('SERVICE',)"
"Our room was a good size, very nice and clean and having air conditioning was a major plus.","('ROOMS',)","('CLEANLINESS', 'ROOMS')"
"Overall, we were very pleased with the hotel for the price we paid.","('VALUE',)","('OTHER', 'VALUE')"
Let me start by saying,"('OTHER',)","('NOTRELATED',)"
"I'm a 30 year old guy and I'm not one of these people that have never traveled before and then come straight home to write a review about how wonderful there vacation was, because lets face it, first time in the Carribean, how could it be bad?","('OTHER',)","('NOTRELATED',)"
"I've been all over the world, and have stayed in many 5 star resorts.","('OTHER',)","('NOTRELATED',)"
"The staff was amazingly helpful, the restaurants were some of the best I've ever been to in my life ANYWHERE!!","('SERVICE',)","('FOOD', 'SERVICE')"
"If you need to get out and roam, this is not the resort for you, as you are miles away from anything, however there is so much to do right there at the resort I can't imagine why you would need to go anywhere.","('OTHER',)","('LOCATION',)"
"They wanted over $300 for 4 days, and we ended up renting at Enterprise for about $125 insurance included ( after driving in Puerto Rico I highly recommend taking there insurance).","('OTHER',)","('CLEANLINESS',)"
Through the resort you can contact a guy named Angel for some of the best scuba diving I have ever done in my life.,"('OTHER',)","('NOTRELATED', 'OTHER')"
"All day tour for about $175 per person, lunch and beer included!","('VALUE',)","('NOTRELATED',)"
"Great value, great guy!","('OTHER',)","('NOTRELATED',)"
"Oh yeah, Donald Trump is building a couple hundred condos on the same property as the resort (Don't worry, you don't even know the construction is going on, this place encompasses over 2000 acres), and Trump also has two 18 hole golf courses (PGA tour 2008-2011) on the property.","('OTHER',)","('NOTRELATED',)"
"This is somewhat true, but undestand that these people are paying abut $50 dollars per person for only the use of the swimming pool and a few of the other pleasures of the resort.","('BUILDING',)","('OTHER',)"
"A family of 4 cost about $200, so your not dealing with a bunch of out of control kids running around with one adult trying to wrangle them, these people are paying very good money for the day use only of these things, and are not a problem at all.","('ROOMS',)","('OTHER',)"
"Oh yeah, the casino is very nice, and drinks thre are always free (Hold'em tournament every Saturday Night)","('SERVICE',)","('FOOD', 'OTHER')"
